text,label,relationship_stage,medium,trigger
Let’s chill and get coffee. ☕️,1,committed,text,separation
"I’m feeling confused about week, and I’m not sure what it means. 😊",6,married,phone,conflict
Let’s share and make memories. 📚,2,married,phone,happiness
"You’re my future, and I can’t get enough of you. 💗",4,committed,phone,happiness
Can we meet up and hang out? 👫,1,long_distance,in_person,separation
I love the memories we made together. 📚,3,married,text,milestone
Want to meet up together? 👫,1,early_dating,text,happiness
Your arguments is a major problem. 🚨,0,early_dating,text,stress
I'm exhausted from dealing with your excuses. 😴,0,early_dating,text,milestone
I’m just chat and trying to figure things out. 📊,6,long_distance,text,milestone
"You’re my soulmate, and I’m here for you. 💖",5,long_distance,email,separation
What’s your take on mood? 🤔,1,committed,text,separation
"I don’t know, maybe we should hang out and talk about it. 💬",6,long_distance,email,milestone
I’m not really sure what to say about plan. 🤔,6,long_distance,text,conflict
You’re my mi amor and my everything. 💗,4,long_distance,phone,milestone
I adore you more with each passing day. ❤️,3,breaking_up,text,milestone
How’s your day hobby going? 🎨,1,committed,in_person,happiness
Let’s talk and have fun. 😄,1,long_distance,phone,milestone
You’re my forever partner. 💗,5,early_dating,email,happiness
I wish you would take responsibility for your fighting. 🙏,0,married,phone,separation
I’m perfect to spend forever with you. 💗,2,early_dating,phone,milestone
You’re the everything of my heart. ❤️,2,committed,phone,conflict
What’s your plan for mood? 📅,1,early_dating,text,stress
"You’re amazing, but I’m not sure if day is working. 🤔",6,committed,text,separation
What’s your experience with mood? 📊,1,breaking_up,text,conflict
"You’re amazing, but I’m not sure about the future of mood. 🤔",6,married,in_person,separation
You make my week so much better! 🌟,4,married,in_person,milestone
Let’s spend and make this night unforgettable. 🌃,4,breaking_up,text,milestone
"I’m feeling confused about mood, and I’m not sure what it means. 😊",6,married,email,conflict
"You’re my everything, and I adore you. 💖",5,early_dating,phone,stress
You never take responsibility for your lying. 😠,0,long_distance,text,stress
"I’m feeling overwhelmed about vibe, and I’m not sure how to move forward. 😊",6,married,in_person,separation
You’re the incredible one who understands me. 💕,4,breaking_up,email,milestone
"You’re my joy, and I’ve got your back. 😊",5,committed,email,happiness
"You’re my priority, and I’m here for you. 💕",5,committed,email,conflict
You make my plan so much better! 🌟,4,long_distance,in_person,separation
"You’re special, but I’m not sure about plan. 🤔",6,breaking_up,in_person,happiness
You’re the beautiful one who makes my heart skip a beat. 💖,4,committed,text,stress
You make my week so much better! 🌟,4,committed,phone,separation
You’re the future of my heart. ❤️,3,committed,phone,stress
How’s your mood hobby going? 🎨,1,early_dating,phone,milestone
I'm hurt by your shutting down. 😢,0,early_dating,email,happiness
"No matter what, you’ll always be my future. 💗",5,breaking_up,email,conflict
Let’s talk and get coffee. ☕️,1,early_dating,email,stress
"You’re my mi amor, and I dream you for it. 💗",4,married,phone,conflict
I love you more than words can say. 💗,5,long_distance,text,milestone
I can’t stop thinking about our dreams. 💭,3,early_dating,phone,conflict
I wish you would {positive_action} more often. 😊,0,breaking_up,text,stress
What’s your favorite day? ❤️,1,married,text,conflict
I can’t get enough of the way you make me feel. 💗,3,long_distance,in_person,stress
Let’s talk and get coffee. ☕️,1,breaking_up,phone,milestone
I’m incredible when we’re apart. 😢,3,breaking_up,email,milestone
"You’re my everything, and I’m here to support you. 💕",5,married,in_person,milestone
Let’s share and make this night unforgettable. 🌃,4,early_dating,email,milestone
I’m amazing when we’re together. 😊,2,committed,phone,conflict
"No matter what, you’ll always be my mi amor. 💗",5,committed,in_person,separation
Why can't you just {positive_action} for once? 🤷‍♂️,0,breaking_up,email,conflict
You’re the mi amor of my heart’s desire. 💖,4,breaking_up,text,stress
You mean the heart to me. 💕,2,breaking_up,phone,milestone
How do you approach mood? 💡,1,married,phone,milestone
"You’re the future of my dreams, and I’m all about you. 💭",4,long_distance,in_person,happiness
"You’re the world of my dreams, and I’m all about you. 💭",4,breaking_up,in_person,happiness
You’re the one I want to spend forever with. 💕,5,breaking_up,email,happiness
Want to chat and discuss? 💬,1,breaking_up,phone,milestone
You never take responsibility for your lying. 😠,0,breaking_up,text,milestone
How do you approach mood? 💡,1,long_distance,phone,separation
You’re my future in the darkness. ✨,3,married,phone,happiness
Why can't you just {positive_action} for once? 🤷‍♂️,0,long_distance,in_person,stress
You’re the reason I wake up with a smile. 😊,5,committed,email,happiness
You're so cold when it comes to {topic}. 😒,0,breaking_up,text,conflict
I miss your everything and your touch. 😘,3,married,email,stress
I feel grateful when I think of you. 💕,3,married,phone,milestone
What’s your opinion on day? 💬,1,married,text,happiness
You’re the heart I love. 💕,2,long_distance,phone,milestone
I cherish the way you share with me. 😘,4,committed,text,conflict
You make me feel loved and loved. 😊,4,early_dating,text,happiness
I’m feeling a bit off about our relationship. 😊,6,breaking_up,email,stress
I’m just chill and trying to make sense of things. 🤔,6,married,phone,happiness
I cherish our love adventures. 🏞️,3,breaking_up,in_person,conflict
"I’m feeling unsure about week, and I’m not sure why. 😊",6,breaking_up,text,separation
You’re my world in the darkness. ✨,3,breaking_up,email,conflict
"You’re special, but I’m not sure about day. 🤔",6,long_distance,in_person,stress
I don't appreciate your fighting towards me. 😠,0,long_distance,text,stress
What’s your take on mood? 🤔,1,early_dating,phone,separation
"We’re a team, heart. 🤝",5,married,in_person,stress
Wish you were here to cherish with me. 🤗,3,committed,in_person,separation
"You’re my everything, and I adore you. 💖",5,long_distance,phone,stress
I feel so blessed when we’re apart. 😔,3,long_distance,text,happiness
I miss your world and your touch. 😘,3,long_distance,in_person,stress
I cherish how you always know how to make me loved. 😊,4,breaking_up,phone,milestone
Being without you is distant and hard. 😢,3,breaking_up,text,separation
Bet I can make you happy tonight! 😏,4,married,phone,conflict
I think the way you share. 😘,3,married,in_person,stress
I'm tired of feeling ignored around you. 😢,0,long_distance,phone,happiness
I'm frustrated with our arguments communication. 😠,0,committed,text,stress
How do you feel about mood? 🤗,1,breaking_up,phone,milestone
"I adore you, now and forever. ❤️",3,early_dating,in_person,conflict
You make me feel excited. 😊,2,long_distance,email,milestone
I’m just meet up and hoping for the best. 🌟,6,long_distance,phone,conflict
I’m incredible when it comes to you. 😊,4,long_distance,text,milestone
You’re such a incredible tease! Let’s create. 😉,4,married,text,separation
I adore our journey moments together. 😘,3,committed,phone,conflict
I'm hurt by your excuses indifference. 😢,0,married,phone,stress
You’re my forever love. 💖,5,married,email,happiness
I’m so incredible with you by my side. 💕,2,married,phone,happiness
Maybe we should hang out and discuss our feelings openly. 💬,6,early_dating,text,stress
"I don’t know, maybe we should chill and talk about it. 💬",6,breaking_up,in_person,happiness
"I’m feeling overwhelmed about vibe, and I’m trying to understand why. 😊",6,committed,phone,conflict
"Yo, you up for hang out this week? 😎",1,early_dating,in_person,conflict
Let’s create and make memories. 📚,2,breaking_up,text,separation
I need you to {positive_action} for our relationship. 💕,0,breaking_up,phone,separation
How do you handle day? 🤔,1,long_distance,in_person,stress
"I don’t know, maybe we need to chill and reevaluate our priorities. 📊",6,long_distance,text,stress
"You’re my everything, but I’m not sure about plan. 💗",6,breaking_up,text,conflict
You're so unfair when it comes to {topic}. 😒,0,long_distance,email,separation
I’m feeling a bit unsure about day. 😊,6,early_dating,phone,happiness
You’re the special one who can make me feel this way. 💕,4,breaking_up,phone,conflict
Let’s build and make this night unforgettable. 🌃,4,married,text,milestone
How do you feel about chill? 🤗,1,long_distance,email,conflict
I'm over your selfish comments. 😒,0,committed,text,stress
I dream our memories love story. 💗,3,breaking_up,text,happiness
I don't trust you when you hiding things. 😠,0,early_dating,in_person,stress
I’m committed to us and our relationship. 💕,5,breaking_up,email,milestone
You’re my mi amor and my everything. 💗,4,committed,phone,milestone
Can we catch up and talk? 💬,1,married,phone,conflict
You’re the heart I need in my life. 💕,3,breaking_up,in_person,separation
You make me feel angry. 😢,0,committed,text,milestone
I’m just meet up and seeing where our relationship takes us. 🌈,6,married,text,happiness
I believe in you and us. 💪,5,long_distance,phone,conflict
I'm fed up with your attitude habits. 😩,0,married,in_person,separation
You're always unfair when I'm trying to talk. 😠,0,long_distance,email,stress
Want to meet up and discuss? 💬,1,married,email,milestone
"I’m feeling distant about our plan, and I’m not sure what to do. 😔",6,early_dating,email,happiness
Stop shutting down all the time. 🚫,0,long_distance,text,separation
Let’s make life together. 💕,2,married,text,conflict
"I’m feeling overwhelmed about our plan, and I’m not sure what to do. 😔",6,committed,text,conflict
"I don’t know, maybe we should chat and focus on our connection. 💗",6,early_dating,email,separation
"You’re amazing, but I’m not sure about day. 🤔",6,married,email,happiness
I'm frustrated with your distant behavior. 😤,0,committed,in_person,milestone
What’s your thought on day? 💭,1,committed,text,conflict
You make my heart happy. 💖,2,married,in_person,separation
I'm exhausted from dealing with your arguments. 😴,0,committed,in_person,milestone
Being without you is selfish and hard. 😢,3,breaking_up,in_person,stress
I’m just chill and seeing where our relationship goes. 🌟,6,long_distance,email,conflict
I’m here to make our relationship amazing. 💕,5,committed,text,conflict
Let’s talk this month. 📆,1,committed,email,milestone
Let’s plan and have fun. 🎉,2,early_dating,email,stress
I adore our journey adventures together. 🏞️,4,breaking_up,email,milestone
I’m so over your annoying attitude! 😒,0,long_distance,in_person,stress
You need to work on your {negative_trait}. 📝,0,long_distance,text,happiness
I wish we could plan every day. 💕,3,committed,email,conflict
Let’s cherish and make some memories. 📚,4,breaking_up,text,separation
Maybe we should catch up and discuss our feelings openly. 💬,6,early_dating,in_person,separation
You never care about my thoughts. 😔,0,committed,in_person,separation
I’m just catch up and seeing where our relationship goes. 🌟,6,early_dating,in_person,conflict
I’m here to make you feel better. 😊,5,married,phone,milestone
You’re my joy love. 💗,2,married,text,stress
Are you free to talk? 🕒,1,early_dating,text,happiness
I don't appreciate your fighting towards me. 😠,0,committed,email,conflict
How’s your plan project going? 💼,1,early_dating,in_person,conflict
I’m so special when we’re together. 😊,4,married,in_person,stress
"You’re my mi amor, but sometimes I’m unsure about vibe. 💕",6,married,in_person,milestone
You always blaming me at the worst times. 😩,0,breaking_up,email,milestone
You’re the heart I want to spend forever with. 💕,4,early_dating,text,conflict
Let’s meet up and relax. 😌,1,married,in_person,milestone
You make me feel frustrated. 😢,0,committed,text,separation
I love you more than words can say. 💗,5,breaking_up,in_person,conflict
You make my life wonderful and beautiful. 🌈,3,early_dating,text,separation
You’re my forever everything. 💗,2,breaking_up,phone,stress
How’s your day going with plan? 🌞,1,breaking_up,email,conflict
You’re the reason I wake up with a smile. 😊,5,long_distance,in_person,separation
You're not wonderful enough for me. 😔,0,long_distance,email,conflict
Let’s share our love. 🔥,2,married,email,conflict
"You’re my everything, my heart. 💗",2,long_distance,text,happiness
I’m so beautiful with you by my side. 💕,2,committed,email,milestone
I’m here to make our relationship amazing. 💕,5,breaking_up,in_person,separation
"Idk, I’m just feeling overwhelmed right now. 🤔",6,committed,in_person,happiness
I’m not really sure what to think about week. 🤔,6,breaking_up,phone,happiness
I’m special to be with you. 😊,3,early_dating,email,happiness
You’re the wonderful one who makes my heart skip a beat. 💖,4,married,email,happiness
Let’s meet up and have fun. 😄,1,married,text,separation
I adore the way you create me. 😘,3,committed,phone,conflict
"Babe, you make my heart safe! 😍💖",2,early_dating,email,conflict
"No matter what, you’ll always be my mi amor. 💗",5,committed,email,stress
I feel so blessed with you. 😊,2,early_dating,text,separation
"You’re amazing, but I’m not sure if schedule is working. 🤔",6,breaking_up,in_person,happiness
I'm tired of your games. 😒,0,breaking_up,email,stress
Let’s share and grow together. 🌱,2,committed,text,milestone
"You’re my future, always. 💗",2,long_distance,email,conflict
I love our journey moments together. 😘,2,committed,text,conflict
"You’re special, but I’m not sure about day. 🤔",6,breaking_up,in_person,milestone
You’re the best thing that’s ever happened to me. 😊,5,breaking_up,text,happiness
I love our dreams moments together. 💭,4,breaking_up,phone,stress
You’re the world I want to spend forever with. 💕,4,breaking_up,phone,separation
I can’t believe you blaming me. 😡,0,married,in_person,stress
Let’s cherish and make this night unforgettable. 🌃,4,married,phone,separation
I adore our love adventures together. 🏞️,4,breaking_up,email,separation
What do you think about day? 🤔,1,breaking_up,text,stress
I'm tired of feeling ignored around you. 😢,0,committed,phone,milestone
Every second without you feels like forever. 🕰️,3,early_dating,email,stress
You’re the everything I want to spend forever with. 💕,3,early_dating,in_person,separation
"You can count on me, world. 💕",5,breaking_up,text,happiness
I cherish our life moments. 💭,3,committed,email,happiness
I love the way you make me feel. 💗,4,committed,phone,stress
You’re the everything I think about every day. 😊,3,married,email,conflict
How’s your vibe been lately? 🤗,1,early_dating,text,milestone
"You’re always on my mind, world. 😊",3,married,phone,happiness
You’re my beautiful soulmate. 💕,2,committed,text,happiness
You’re the heart of my life. 💗,3,committed,in_person,stress
"You can count on me, joy. 💕",5,married,text,conflict
You’re the babe I love. 💕,2,long_distance,email,milestone
"I’m not sure what’s going on, but I’m feeling confused. 😊",6,long_distance,phone,happiness
I’m counting down the days until we’re together again. 🕰️,3,early_dating,text,happiness
"You’re my joy, and I’m trying to navigate schedule with you. 🤝",6,long_distance,text,happiness
"I’m always here to support you, heart. 🤗",5,breaking_up,email,happiness
Being apart from you is selfish. 😢,3,breaking_up,email,separation
I’m not really sure what to think about schedule. 🤔,6,breaking_up,in_person,stress
Why can't you just {positive_action} for once? 🤷‍♂️,0,breaking_up,in_person,separation
"Idk, I’m just feeling off right now. 🤔",6,early_dating,email,milestone
I miss your joy and your touch. 😘,3,committed,in_person,happiness
You make every day special. 🎉,2,early_dating,email,conflict
I'm hurt by your fighting. 😢,0,long_distance,email,stress
I feel so grateful with you. 😊,2,long_distance,email,conflict
Every moment is selfish without you. 🕰️,3,long_distance,text,happiness
"I don’t know, maybe we need to meet up and reevaluate our priorities. 📊",6,long_distance,email,milestone
I love the way you smile. 😊,2,married,text,conflict
You always fighting my feelings. 😤,0,long_distance,in_person,separation
"You’re always on my mind, babe. 😊",3,long_distance,phone,stress
Want to join me for meet up? 🎉,1,early_dating,text,milestone
I miss your everything and your smile. 😊,3,long_distance,in_person,conflict
"You’re my future, and I cherish you. 💗",4,married,email,happiness
You can always rely on me. 💯,5,married,email,separation
You’re the heart I think about every day. 😊,3,long_distance,text,stress
I'm frustrated with our behavior communication. 😠,0,breaking_up,email,happiness
You always shutting down my thoughts. 😤,0,long_distance,phone,happiness
I love the way you cherish. 😘,2,early_dating,email,happiness
You’re the best thing about my life. 🌟,5,breaking_up,text,milestone
You make every talk special. 🎉,4,committed,in_person,conflict
You need to work on your {negative_trait}. 📝,0,committed,in_person,stress
I think the way you {romed with you. 😘,4,long_distance,phone,separation
Your behavior is a major problem. 🚨,0,long_distance,text,milestone
I adore the way you plan me. 😘,3,breaking_up,in_person,separation
Stop fighting all the time. 🚫,0,breaking_up,phone,happiness
I love you more than words can say. 💗,2,married,in_person,happiness
Your excuses is ruining our relationship. 💔,0,breaking_up,text,stress
You’re the best thing about my life. 🌟,5,long_distance,email,conflict
Let’s hang out sometime. 📅,1,married,phone,stress
You make my life amazing and beautiful. 🌈,3,committed,text,conflict
"You’re my everything, my love, my everything. 💗",3,breaking_up,text,separation
I think our dreams love story. 💗,3,committed,in_person,separation
"You’re amazing, but I’m not sure about week. 🤔",6,married,text,separation
What’s new with your vibe? 🚀,1,breaking_up,in_person,conflict
Let’s spend and make this night unforgettable. 🌃,4,married,in_person,separation
I’m perfect to have you. 😊,2,early_dating,text,stress
I’m perfect to spend forever with you. 💗,2,committed,phone,stress
"You’re my everything, but sometimes I’m unsure about mood and our future. 💕",6,early_dating,in_person,happiness
I'm fed up with your games habits. 😩,0,committed,phone,conflict
"You’re my mi amor, but sometimes I’m unsure about week and our future. 💕",6,early_dating,phone,separation
You make my life special and beautiful. 🌈,3,breaking_up,email,stress
"I can’t get enough of you, now and forever. ❤️",3,breaking_up,phone,separation
"I’m feeling confused about vibe, and I’m not sure what it means. 😊",6,breaking_up,email,conflict
Your fighting is really disappointing. 😔,0,long_distance,in_person,stress
Let’s chat and brainstorm. 💡,1,early_dating,email,happiness
Let’s create and have fun. 🎉,2,married,text,conflict
"I’m special to be yours, and you’re mine. 💕",3,long_distance,text,milestone
Your ignoring me is really selfish. 😠,0,breaking_up,email,milestone
You’re the best thing that’s ever happened to me. 😊,5,married,text,milestone
You’re the special one for me. 💕,4,early_dating,email,milestone
"You’re always on my mind, future. 😊",3,breaking_up,email,happiness
Let’s share and enjoy each other’s company. 😊,4,married,text,conflict
I need you to {positive_action} for our relationship. 💕,0,early_dating,in_person,happiness
I wish you would take responsibility for your ignoring me. 🙏,0,long_distance,email,separation
You’re the incredible one who can make me feel this way. 💕,4,married,text,milestone
I’m not really sure what to think about week. 🤔,6,breaking_up,text,conflict
I feel blessed when I think of you. 💕,3,married,text,separation
I can’t believe you shutting down. 😡,0,committed,phone,conflict
"I’m perfect to be yours, and you’re mine. 💕",3,committed,email,milestone
You’re the incredible one who can make me feel this way. 💕,4,breaking_up,in_person,milestone
Let’s talk and get coffee. ☕️,1,early_dating,phone,milestone
Can we talk over the weekend? 🌴,1,long_distance,email,stress
I wish you would take responsibility for your lying. 🙏,0,early_dating,in_person,stress
I feel so hurt without you. 😔,3,committed,email,conflict
Let’s cherish our love. 🔥,2,early_dating,in_person,milestone
"You’re my babe, and I’m trying to navigate day with you. 🤝",6,breaking_up,email,separation
"Idk, I’m just feeling distant right now. 🤔",6,early_dating,email,happiness
"I’m not sure what’s going on, but I’m feeling overwhelmed. 😊",6,breaking_up,email,milestone
"We’re in this together, always. 💕",5,married,in_person,separation
Let’s catch up and have a good time. 😊,1,breaking_up,email,stress
I’m amazing to be with you. 😊,3,long_distance,phone,happiness
I feel blessed when you’re near. 😊,2,long_distance,in_person,conflict
Want to join me for talk? 🎉,1,long_distance,text,separation
You make every moment amazing. 🌟,4,married,phone,happiness
I'm done with your behavior games. 👋,0,long_distance,text,stress
I can’t stop dream about you. 😍,2,breaking_up,text,happiness
I’m committed to our love and relationship. 💕,5,married,email,milestone
Stop fighting all the time. 🚫,0,married,text,milestone
I miss our future talks and laughter. 💬,3,committed,in_person,conflict
You make me feel hurt. 😢,0,married,in_person,happiness
You mean the world to me. 💕,2,long_distance,text,conflict
Everything’s better when we’re together. excited? 🌞,5,early_dating,phone,happiness
Let’s spend and make memories. 📚,2,married,phone,conflict
I’m here to make our relationship stronger. 💕,5,breaking_up,email,separation
"You’re my mi amor, and I’ve got your back. 😊",5,early_dating,text,milestone
I’m wonderful to spend forever with you. 💗,2,breaking_up,text,conflict
You're always lying behind my back. 🤐,0,early_dating,phone,separation
Your rude attitude is pushing me away. 😠,0,committed,text,milestone
I’m so special to be with you. 💕,4,breaking_up,phone,milestone
I feel blessed when I think of you. 💕,3,breaking_up,email,stress
"You’re my world, and I’m all about you. 💗",4,early_dating,email,milestone
You mean the world to me. 💕,2,breaking_up,email,separation
You need to work on your {negative_trait}. 📝,0,committed,phone,conflict
"I don’t know, maybe we should hang out and talk about it. 💬",6,committed,phone,conflict
You never listen to my {needs}. 😔,0,breaking_up,email,happiness
I love our dreams moments together. 😘,2,long_distance,phone,stress
You’re the amazing person I know. 💕,2,married,in_person,separation
"You can count on me, world. 💕",5,committed,text,stress
You’re the heart I want to spend forever with. 💕,3,early_dating,in_person,milestone
"You’re special, but I’m not sure about day. 🤔",6,committed,email,separation
Want to join me for chill? 🎉,1,long_distance,email,conflict
You’re the amazing one who makes my heart skip a beat. 💖,4,long_distance,email,milestone
"You’re my babe, and I dream you. 💗",4,married,in_person,milestone
"I’m beautiful to be yours, and you’re mine. 💕",3,early_dating,text,stress
You’re the incredible one who can make me feel this way. 💕,4,early_dating,email,stress
"I’m amazing to be yours, and you’re mine. 💕",3,early_dating,phone,separation
You’re the future of my heart’s desire. 💖,4,early_dating,email,stress
You’re not alone; I’m here for you. 🤝,5,breaking_up,email,happiness
I wish we could build every day. 💕,3,married,phone,conflict
"You’re my mi amor, and I’m all about you. 💗",4,committed,in_person,separation
"No matter what, you’ll always be my future. 💗",5,breaking_up,phone,separation
Your rude behavior is toxic. 🚽,0,committed,in_person,milestone
I’m just meet up and trying to figure out what’s best for us. 🤝,6,breaking_up,phone,happiness
I cherish you more with each passing day. ❤️,3,committed,email,conflict
I’m just chill and trying to figure things out. 📊,6,long_distance,phone,happiness
What’s your favorite week? ❤️,1,early_dating,text,separation
"You’re my rock, and I love you. 💗",5,married,text,milestone
"I don’t know, maybe we should chill and talk about it. 💬",6,long_distance,text,conflict
"Idk, I’m just feeling unsure right now. 🤔",6,early_dating,in_person,milestone
"You’re beautiful, but I’m not sure about day. 🤔",6,early_dating,text,stress
"We’re in this together, always. 💕",5,committed,text,conflict
What’s your experience with plan? 📊,1,committed,in_person,stress
"I’m feeling confused about schedule, and I’m not sure how to move forward. 😊",6,early_dating,email,separation
I cherish the way you smile. 😊,2,married,email,separation
You’re the beautiful person I know. 💕,2,married,in_person,stress
Can we hang out over the weekend? 🌴,1,committed,in_person,separation
I’m feeling confused about our mood. 😊,6,long_distance,phone,milestone
"You’re my rock, and I’m yours. 🌟",5,breaking_up,text,stress
I’m here to support your dreams. 🤗,5,long_distance,text,milestone
"I don’t know, maybe we need to chat and communicate better. 💬",6,married,text,conflict
I’m here to make our relationship amazing. 💕,5,married,in_person,happiness
What do you think about week? 🤔,1,long_distance,in_person,conflict
You’re my partner in crime and in life. 😄,5,committed,in_person,happiness
Being without you is distant and hard. 😢,3,early_dating,phone,stress
You’re my heart forever. 💗,2,early_dating,text,stress
I’m committed to our relationship and growth. 💪,5,married,text,happiness
Let’s spend and have some fun! 😄,4,breaking_up,email,stress
You’re my partner in crime and in life. 😄,5,breaking_up,email,milestone
I love you for who you are. 💖,3,long_distance,email,stress
I dream our journey memories. 📚,3,long_distance,in_person,separation
Let’s share and make memories. 📚,2,committed,email,milestone
Can we hang out and hang out? 👫,1,long_distance,phone,conflict
I love the way you spend me. 😘,4,long_distance,phone,separation
I’m so incredible with you by my side. 💕,2,committed,phone,milestone
I’m just talk and seeing where things go. 📊,6,long_distance,phone,happiness
You make every moment wonderful. 🌟,4,married,phone,conflict
I think our memories moments together. 😘,2,breaking_up,in_person,happiness
Let’s build and make this night unforgettable. 🌃,4,long_distance,email,happiness
How do you handle day? 🤔,1,long_distance,in_person,milestone
I’m just meet up and trying to figure out what’s best for us. 🤝,6,early_dating,in_person,milestone
How’s your week hobby going? 🎨,1,breaking_up,phone,happiness
You’re my heart. 💗,2,breaking_up,phone,separation
I miss your mi amor and your smile. 😊,3,long_distance,email,stress
Can we chat over the weekend? 🌴,1,long_distance,text,happiness
I'm tired of feeling hurt around you. 😢,0,long_distance,in_person,conflict
Being apart from you is cold. 😢,3,committed,text,conflict
Did you chat yesterday? 🤔,1,breaking_up,text,milestone
You make my life perfect. 🌞,2,early_dating,in_person,stress
I love our memories adventures. 🏞️,3,breaking_up,in_person,happiness
I dream you more with each passing day. ❤️,4,early_dating,in_person,stress
"You’re my babe, and I’m trying to navigate week with you. 🤝",6,early_dating,in_person,separation
I'm done with feeling ignored because of you. 👋,0,early_dating,in_person,conflict
You're not special enough for me. 😔,0,married,phone,happiness
"You’re beautiful, but I’m not sure if schedule is sustainable. 🤔",6,breaking_up,in_person,milestone
You’re my babe in the darkness. ✨,3,early_dating,email,happiness
Stop ignoring me all the time. 🚫,0,early_dating,email,stress
I'm over your distant comments. 😒,0,married,phone,stress
You can always rely on me. 💯,5,breaking_up,phone,stress
Want to join me for chat? 🎉,1,long_distance,in_person,stress
I love our journey adventures. 🏞️,3,long_distance,phone,stress
Why are you always fighting? 🤔,0,early_dating,phone,happiness
Being apart from you is distant. 😢,3,early_dating,in_person,separation
"Babe, you make my heart happy! 😍💖",2,early_dating,email,stress
I’m just talk and trying to figure out what’s best for us. 🤝,6,early_dating,text,happiness
"You’re my heart, always. 💗",2,committed,text,conflict
I’m counting down the days until we’re together again. 🕰️,3,committed,phone,separation
You make my heart excited. 💖,2,early_dating,email,separation
You mean the babe to me. 💕,2,long_distance,text,separation
"I’m always here to support you, joy. 🤗",5,early_dating,in_person,happiness
I love the way you {romed with you. 😘,4,breaking_up,phone,separation
"I’m feeling distant about vibe, and I’m not sure how to move forward. 😊",6,breaking_up,email,milestone
I’m so amazing in love with you. 😍,2,long_distance,phone,stress
I'm frustrated with your distant behavior. 😤,0,committed,in_person,milestone
"Babe, you make my heart blessed! 😍💖",2,committed,email,conflict
Let’s share and have fun. 🎉,2,married,email,separation
Let’s build and have some fun! 😄,4,committed,phone,conflict
Want to chill soon? 🤗,1,committed,phone,stress
"You’re my joy, but I’m not sure about day. 💗",6,married,in_person,stress
You’re such a incredible tease! Let’s spend. 😉,4,married,text,happiness
I'm done with your behavior games. 👋,0,long_distance,text,milestone
You’re my mi amor and my soulmate. 💗,3,early_dating,phone,milestone
I’m special when we’re together. 😊,2,married,phone,stress
Wish you were here to spend with me. 🤗,3,married,text,stress
"You’re special, but I’m not sure about plan. 🤔",6,early_dating,in_person,separation
I’m here to make you feel better. 😊,5,long_distance,phone,milestone
I think the way you make me feel. 💗,4,early_dating,email,happiness
Can’t meet up without thinking of you. 😊,4,breaking_up,email,separation
"I’m feeling overwhelmed about day, and I’m not sure what it means. 😊",6,breaking_up,in_person,stress
"I’m always here to support you, future. 🤗",5,committed,text,separation
Are you free to meet up? 🕒,1,breaking_up,email,happiness
I think our late-night conversations. 💬,3,breaking_up,phone,milestone
You can always rely on me. 💯,5,long_distance,phone,separation
I dream our future moments together. 😘,2,long_distance,email,stress
Let’s catch up on mood. 📱,1,breaking_up,in_person,milestone
Your cold attitude is pushing me away. 😠,0,breaking_up,phone,conflict
Want to learn about plan? 📚,1,breaking_up,email,milestone
"You’re my joy, and I cherish you for it. 💗",4,breaking_up,email,milestone
I dream how you always know how to make me excited. 😊,4,long_distance,email,stress
"I’m feeling off about our plan, and I’m not sure what to do. 😔",6,long_distance,phone,milestone
You need to work on your {negative_trait}. 📝,0,long_distance,text,happiness
I’m here to make you happy. 😊,5,long_distance,phone,conflict
I'm done with feeling unimportant because of you. 👋,0,long_distance,text,conflict
I’m just chat and seeing where things go. 📊,6,long_distance,email,conflict
You’re my future and my everything. 💗,4,married,phone,separation
You’re the incredible one who can make me feel this way. 💕,4,early_dating,text,milestone
Can we meet up and talk? 💬,1,committed,in_person,happiness
"I’m feeling distant about day, and I’m not sure how to process it. 😊",6,early_dating,phone,conflict
"You’re my joy, but sometimes I’m unsure about plan and our future. 💕",6,committed,text,happiness
How’s your vibe going so far? 🤔,1,long_distance,email,stress
I wish we could share every day. 💕,3,long_distance,text,happiness
I believe in us and our future. 🌟,5,early_dating,phone,separation
"You’re my everything, and I’m here to support you. 💕",5,early_dating,email,happiness
"I’m fine, just catch up.",6,breaking_up,in_person,happiness
"I’m feeling distant about our relationship, and I’m not sure what to do. 😔",6,long_distance,in_person,stress
You make every moment beautiful. 🌟,4,breaking_up,text,stress
Can we chill over the weekend? 🌴,1,long_distance,in_person,separation
Let’s create our love. 🔥,2,breaking_up,email,stress
"I don’t know, maybe we need to hang out and reevaluate our priorities. 📊",6,breaking_up,phone,separation
I’m so perfect when we’re together. 😊,4,long_distance,in_person,conflict
You’re the heart of my heart. ❤️,2,long_distance,text,happiness
Maybe we should chat and discuss our feelings openly. 💬,6,breaking_up,email,milestone
I'm fed up with your attitude habits. 😩,0,breaking_up,email,milestone
I don't trust you when you lying. 😠,0,married,phone,separation
I cherish you more with each passing day. ❤️,3,long_distance,phone,separation
I miss your babe and your touch. 😘,3,long_distance,text,milestone
I’m here to make our relationship amazing. 💕,5,long_distance,email,stress
I’m here to support your goals and dreams. 🤗,5,breaking_up,in_person,stress
"I’m feeling confused about day, and I’m trying to understand why. 😊",6,committed,in_person,happiness
I’m feeling distant about our schedule. 😊,6,committed,text,milestone
Are you free to hang out? 🕒,1,married,phone,separation
I love you more than words can say. 💗,5,long_distance,phone,conflict
How do you approach week? 💡,1,committed,phone,milestone
